"","Sst","Pvalb","Vip","Lamp5","Sncg","Sst.Chodl","Sst.Chodl.Sncg.4","Sst.Sncg.3","Sst.Pvalb.1","Lamp5.Sncg.2","Vip.Sncg.1"
"VAX1",-8.49414794460423,-1.32855622128317,-1.67860021042716,-2.03117860793357,-0.846500133667529,-8.30617193757278,-8.59120791983218,-11.5577697776731,-6.69532044254622,-2.76602206384693,-1.70151626286901
"VAX2",-14.7599093561317,-3.15760688478111,-2.18859273577797,-0.376710248108457,0.594029449706615,-14.6611234826338,-15.124034437304,-19.1282488626863,-10.7976121923346,-1.52616470663123,-1.21038568487583
"VSX1",-11.9158619555662,-3.75983846642633,-0.826609463155065,2.03776187490197,3.08133194995096,-13.117687198514,-13.359814124857,-14.7575330181223,-10.597753111715,1.38612357468084,1.06667778052003
"ESR1",-3.02466956817703,-1.37084866592662,-0.252548819122357,-2.13414552336507,-2.02768007275992,-3.15592601873113,-3.34664795729224,-5.55160236665139,-2.94133969972262,-2.58401973561571,-1.236173460079
"ESRRB",-7.14061781554488,10.033781020873,-5.88813681497498,-8.90473503996484,-8.41457177415892,-11.8681712034815,-12.149218314254,-13.7780408513933,1.05553717257253,-10.9880644706367,-8.19482539408423
"NR2F1",-6.86727083562055,2.6281779222232,-3.27403203907037,-9.38015200802026,-8.11338277989477,-10.4003447304817,-10.9856523442706,-16.424192848006,-3.35066342094898,-10.6628752069033,-6.95705772702981
"NR3C1",-6.85689735077159,-3.0057426359001,1.3212647675277,-3.73571707869918,-0.8236937679716,-6.82644315983996,-7.21137576254438,-12.438849805135,-6.48859184226165,-3.94005888408242,-0.0550031948821702
"NR3C2",-7.42530366850691,-2.8582299701463,1.93201939909351,-2.82951602716164,-0.100969024857204,-8.60164840096937,-8.94043753126117,-11.9640268778109,-6.53846396936765,-2.89630814603836,0.814083592133078
"RARA",-9.30514141431752,3.04074675737057,-4.30769459069095,-10.9287150853678,-9.10917000866734,-8.33763239815704,-8.9304083757554,-16.9231091279715,-3.51322734171173,-12.1472133807326,-7.74414652690061
"EGR2",6.34193820703129,-8.53903744465426,1.0615484032514,0.357393015637775,1.41119010847646,9.86944370911168,9.75613916122437,6.81247515962093,-0.334902391364443,1.00019533067545,1.33844044359455
"EGR3",7.74971083791223,-9.94237451183369,0.67047662389074,1.72844967434224,2.81884778783016,13.6344419468582,13.458509368593,8.83356693391474,-1.16017903206593,2.47342317491789,1.87731476619839
"GLIS1",1.93117867181364,-4.88028368721749,1.36684613387947,1.5622263585614,1.40319113167386,7.05782555165774,6.95594125415722,4.07840416741986,-1.65866166426017,2.11281947846347,1.62253512044062
"GLIS2",2.2910678661814,-5.36637388367749,1.30832115108335,1.99906083741361,3.11507699636329,7.01864706727738,6.97098308663897,4.64502505997069,-1.61996989611083,2.67488494404147,2.42173786959752
"GLIS3",-0.899190676391616,-5.62722966708154,0.0330630211220495,1.8433846436185,1.19177881568042,1.81439597717029,1.67958784434898,-0.616562658252283,-3.76279395717024,1.81700815801067,0.752195046714507
"HIC2",-7.95017870660451,-5.89753340575328,2.75645319842927,1.45177901283407,2.11560536399887,-8.60024894188184,-8.87514322629056,-11.4921360891911,-8.97679985911426,1.54685689705075,2.7709666383949
