"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FEZ1.5",5.68659815938621e-40,0.360572457275657,0.538,0.368,1.3109883396649e-35,"ExM-U","FEZ1"
"FARP1.1",7.00332317433856e-40,0.520031585585745,0.236,0.125,1.61454612461201e-35,"ExM-U","FARP1"
"DNER.4",9.87208272520368e-40,0.375444037939112,0.232,0.12,2.27590995146846e-35,"ExM-U","DNER"
"SELENOW.4",1.05154623404539e-39,0.342687850810493,0.441,0.285,2.42423468796824e-35,"ExM-U","SELENOW"
"JAZF1",1.46431025656252e-39,0.274914942797783,0.112,0.043,3.37582086547924e-35,"ExM-U","JAZF1"
"KIF5C.4",1.54777931857604e-39,0.466096257431951,0.641,0.476,3.5682504410452e-35,"ExM-U","KIF5C"
"MT-CO3.4",1.56445984862966e-39,-0.346123050231731,0.837,0.855,3.60670573503081e-35,"ExM-U","MT-CO3"
"ACAT1.1",1.94171924182731e-39,0.373153593854928,0.261,0.142,4.47643954010868e-35,"ExM-U","ACAT1"
"ANKRD36.4",2.08932550946881e-39,0.60934944074169,0.45,0.298,4.8167310295294e-35,"ExM-U","ANKRD36"
"ZC2HC1A.6",3.75546969613614e-39,0.392773724271794,0.56,0.397,8.65785983747226e-35,"ExM-U","ZC2HC1A"
"NCOA2",4.28466701466169e-39,0.404576290689161,0.142,0.061,9.87787133560107e-35,"ExM-U","NCOA2"
"RAB3A.4",4.84994464898548e-39,0.251726779628996,0.198,0.096,1.11810623937711e-34,"ExM-U","RAB3A"
"CLSTN1.4",4.85641075334537e-39,0.398072631104247,0.222,0.114,1.11959693507624e-34,"ExM-U","CLSTN1"
"NME1.2",9.82104164189151e-39,0.322014039130468,0.327,0.191,2.26414294012167e-34,"ExM-U","NME1"
"TMEM123.6",1.09657721266346e-38,-0.745549409329046,0.008,0.103,2.52804910607435e-34,"ExM-U","TMEM123"
"MACF1.4",1.23951381038112e-38,0.434385782617304,0.637,0.476,2.85757513845262e-34,"ExM-U","MACF1"
"SMAP1.3",2.91819065605209e-38,0.363108703557755,0.318,0.186,6.72759673846249e-34,"ExM-U","SMAP1"
"PRNP",3.1588066647397e-38,0.327372148412195,0.157,0.071,7.28231288489091e-34,"ExM-U","PRNP"
"DDHD1",5.03566318750267e-38,0.450561550692477,0.181,0.088,1.16092179124687e-33,"ExM-U","DDHD1"
"OSBPL6",5.42405643572365e-38,0.526088686069108,0.164,0.077,1.25046197069173e-33,"ExM-U","OSBPL6"
"SH3GLB1.3",6.12311242700968e-38,0.319934513043076,0.25,0.136,1.41162233892281e-33,"ExM-U","SH3GLB1"
"TPM3.3",6.2280795276028e-38,0.364318136570297,0.549,0.388,1.43582145429355e-33,"ExM-U","TPM3"
"BEX5.6",6.67520937439263e-38,0.304753152222913,0.208,0.105,1.53890276917248e-33,"ExM-U","BEX5"
"TLK1.3",1.09589422268537e-37,0.391094493634796,0.167,0.079,2.52647454097885e-33,"ExM-U","TLK1"
"SHTN1.6",1.17512830223855e-37,0.351705125104897,0.533,0.359,2.70914078798075e-33,"ExM-U","SHTN1"
"YWHAH.4",1.38609235443578e-37,0.369168851445514,0.479,0.323,3.19549731391624e-33,"ExM-U","YWHAH"
"ST3GAL1.1",1.42002721689052e-37,0.416425137192756,0.146,0.065,3.2737307458194e-33,"ExM-U","ST3GAL1"
"ANKRD36C.5",2.29386640735218e-37,0.619347885610732,0.594,0.436,5.28827961550972e-33,"ExM-U","ANKRD36C"
"CKAP2.6",3.22107251134051e-37,-0.930634079788998,0.021,0.12,7.42586056764441e-33,"ExM-U","CKAP2"
"DYRK2",3.97484247049466e-37,0.428849310336336,0.169,0.081,9.16360183147839e-33,"ExM-U","DYRK2"
"SRP14.1",4.2583401247507e-37,-0.564354608210796,0.536,0.624,9.81717732360026e-33,"ExM-U","SRP14"
"JAKMIP2.3",4.36712674623473e-37,0.37782164212409,0.375,0.233,1.00679740007696e-32,"ExM-U","JAKMIP2"
"PPIAP22.1",5.58297849920165e-37,0.253020466540149,0.17,0.08,1.28709986320595e-32,"ExM-U","PPIAP22"
"SMARCA2.3",6.21597986969122e-37,0.511167180188049,0.296,0.173,1.43303199915861e-32,"ExM-U","SMARCA2"
"HDAC9",9.33934925726173e-37,0.364539861319185,0.119,0.049,2.15309357776912e-32,"ExM-U","HDAC9"
"NCALD.6",1.04798272181264e-36,0.375440713623736,0.215,0.112,2.41601936686686e-32,"ExM-U","NCALD"
"ATP1A3",1.6620482944271e-36,0.35805945562123,0.102,0.039,3.83168613797223e-32,"ExM-U","ATP1A3"
"GRB2.4",2.07197558787079e-36,0.383565020432004,0.518,0.363,4.77673252027732e-32,"ExM-U","GRB2"
"KLC1.3",2.13259173788399e-36,0.339289412384521,0.356,0.216,4.91647699251776e-32,"ExM-U","KLC1"
"RGS17.5",3.72111757314579e-36,0.3951666097761,0.187,0.093,8.5786644531303e-32,"ExM-U","RGS17"
"MIF",3.87009466132068e-36,0.283144419935111,0.28,0.158,8.9221162322087e-32,"ExM-U","MIF"
"PGD",7.07878327299047e-36,0.337327660498167,0.237,0.128,1.63194269575522e-31,"ExM-U","PGD"
"MSI2.5",9.67815230734149e-36,-0.726317947373028,0.024,0.123,2.23120123293451e-31,"ExM-U","MSI2"
"PTMS.4",1.32046447776117e-35,-0.751376296638035,0.51,0.577,3.0441988070306e-31,"ExM-U","PTMS"
"STXBP5",1.44886747744556e-35,0.38278242083062,0.138,0.061,3.34021908250298e-31,"ExM-U","STXBP5"
"GRIA1.5",1.82945893045152e-35,0.517862778834795,0.201,0.104,4.21763461826294e-31,"ExM-U","GRIA1"
"ZMYND8.2",2.72222808984503e-35,0.412695682598096,0.441,0.29,6.27582463832872e-31,"ExM-U","ZMYND8"
"KIDINS220.6",2.78528776965495e-35,0.373995607885243,0.726,0.569,6.42120242416253e-31,"ExM-U","KIDINS220"
"WASF1.5",3.28818199696096e-35,0.310603916270854,0.318,0.186,7.58057477579381e-31,"ExM-U","WASF1"
"DPP6",3.61366044988717e-35,0.398629670243524,0.149,0.068,8.33093280116988e-31,"ExM-U","DPP6"
"SLC44A1.1",4.6936732520349e-35,0.509518550403542,0.166,0.081,1.08207943152413e-30,"ExM-U","SLC44A1"
"TULP4.3",4.97784045913791e-35,0.377571684695005,0.325,0.195,1.14759133944965e-30,"ExM-U","TULP4"
"STRBP.5",5.70859819223919e-35,0.319790552546676,0.469,0.309,1.31606022723882e-30,"ExM-U","STRBP"
"HMGN2.7",7.34659505699245e-35,-1.17733691278003,0.214,0.325,1.69368402443904e-30,"ExM-U","HMGN2"
"HIVEP2.6",8.9282320942461e-35,0.453864050687525,0.203,0.106,2.05831462700749e-30,"ExM-U","HIVEP2"
"RPL4.3",1.06620004003813e-34,0.368718340481395,0.753,0.745,2.4580175723039e-30,"ExM-U","RPL4"
"ITFG1.1",1.77636697641595e-34,0.425916763689119,0.228,0.123,4.09523642742932e-30,"ExM-U","ITFG1"
"RPL39.3",1.94347574338038e-34,-0.570407789055104,0.573,0.651,4.48048897878912e-30,"ExM-U","RPL39"
"ENO2.4",2.30450236470371e-34,0.307014442320438,0.297,0.173,5.31279975158794e-30,"ExM-U","ENO2"
"RSRP1.1",2.68633180853744e-34,0.412308716072768,0.222,0.12,6.19306935140222e-30,"ExM-U","RSRP1"
"SYNE1.5",2.96072375023908e-34,0.56078920367419,0.263,0.153,6.82565253380117e-30,"ExM-U","SYNE1"
"CDH4.4",4.01803783822942e-34,-0.61636304145383,0.018,0.109,9.2631844322541e-30,"ExM-U","CDH4"
"HIST1H1D.5",4.10474646177081e-34,-1.23586345216636,0.043,0.144,9.46308249296643e-30,"ExM-U","HIST1H1D"
"YBX1P10",4.53852102757811e-34,0.251062649815331,0.154,0.072,1.04631063769786e-29,"ExM-U","YBX1P10"
"PNMA2.4",7.09487221337087e-34,0.347378820603854,0.237,0.131,1.63565184007052e-29,"ExM-U","PNMA2"
"IER2.5",7.87746264439086e-34,-0.959030414091122,0.05,0.152,1.81607023803787e-29,"ExM-U","IER2"
"BHLHE22.7",1.02060451619949e-33,0.333523538601957,0.342,0.209,2.3529016516463e-29,"ExM-U","BHLHE22"
"KIF3A.6",1.97521483280628e-33,0.326452261205786,0.482,0.324,4.55366027555159e-29,"ExM-U","KIF3A"
"HCFC1R1.1",2.23526017021177e-33,0.262908122780232,0.19,0.097,5.15316879640622e-29,"ExM-U","HCFC1R1"
"FGF13.4",3.75967637893861e-33,0.302461645911648,0.222,0.119,8.66755792400507e-29,"ExM-U","FGF13"
"HNRNPU.2",4.66882046476918e-33,-0.412643083764412,0.778,0.803,1.07634986994789e-28,"ExM-U","HNRNPU"
"ATP2B2",4.81956826270537e-33,0.276975489970025,0.101,0.041,1.1111032672841e-28,"ExM-U","ATP2B2"
"NHSL1.6",6.28673196392391e-33,0.34665512984501,0.246,0.137,1.44934318696302e-28,"ExM-U","NHSL1"
"HNRNPM.2",9.00309652489214e-33,-0.637448493435593,0.521,0.587,2.07557387284863e-28,"ExM-U","HNRNPM"
"EIF3L",9.58220515605145e-33,0.25199571681485,0.152,0.072,2.2090815766761e-28,"ExM-U","EIF3L"
"TNRC6C.5",1.23912748687922e-32,0.456586918758222,0.194,0.102,2.85668450825136e-28,"ExM-U","TNRC6C"
"CELF1.4",1.46876593680514e-32,0.404120346308767,0.352,0.221,3.38609299071058e-28,"ExM-U","CELF1"
"MCTP1.1",1.4718517519881e-32,0.480829521298089,0.123,0.055,3.39320702903337e-28,"ExM-U","MCTP1"
"SNCA.1",2.07762703239569e-32,0.312319732699755,0.143,0.067,4.78976136048502e-28,"ExM-U","SNCA"
"ANP32B.6",2.35847776536125e-32,-0.82025588730795,0.081,0.189,5.43723464026382e-28,"ExM-U","ANP32B"
"ARL4C.4",2.36118485122525e-32,-0.832985003104515,0.137,0.252,5.4434755560147e-28,"ExM-U","ARL4C"
"XIST.4",3.99579338417796e-32,0.646308825193758,0.708,0.53,9.21190206788386e-28,"ExM-U","XIST"
"AP1AR.2",4.58877007408555e-32,0.319224214729961,0.243,0.137,1.05789505287968e-27,"ExM-U","AP1AR"
"MYO9A.2",5.07562215422574e-32,0.505193116707642,0.225,0.126,1.1701339314352e-27,"ExM-U","MYO9A"
"C1orf216.1",5.3932342011539e-32,0.293709768037807,0.138,0.064,1.24335621273402e-27,"ExM-U","C1orf216"
"TCTEX1D2.1",5.93802265982852e-32,0.292599417566837,0.226,0.124,1.36895174399687e-27,"ExM-U","TCTEX1D2"
"MAP7D2",6.62475557835303e-32,0.336065486703844,0.107,0.045,1.52727115103351e-27,"ExM-U","MAP7D2"
"GLRA2.2",8.27760630728974e-32,0.289095255799256,0.17,0.084,1.90831935808258e-27,"ExM-U","GLRA2"
"KIF3B.3",1.1008796410047e-31,0.341770562515285,0.204,0.109,2.53796792437223e-27,"ExM-U","KIF3B"
"EIF4A2.3",1.33027752284724e-31,0.322945766051294,0.638,0.512,3.06682180117202e-27,"ExM-U","EIF4A2"
"KIF1A.2",1.38689039373814e-31,0.422955237929874,0.382,0.251,3.19733711372391e-27,"ExM-U","KIF1A"
"UNC5D.5",1.89715720475548e-31,-0.723666063124002,0.024,0.111,4.37370621984328e-27,"ExM-U","UNC5D"
"TRA2B.3",2.02400939633311e-31,-0.724467724208488,0.24,0.354,4.66615126230636e-27,"ExM-U","TRA2B"
"BCL2.1",3.74025422944335e-31,0.371530980711829,0.134,0.062,8.6227821005587e-27,"ExM-U","BCL2"
"LIN7A.1",4.17951428253289e-31,0.325160534102335,0.153,0.074,9.63545222695132e-27,"ExM-U","LIN7A"
"SMARCA1.3",6.80340997966573e-31,0.404805303645218,0.309,0.192,1.56845813671214e-26,"ExM-U","SMARCA1"
"SLC5A3",7.20697163159209e-31,0.333478448663313,0.113,0.049,1.66149523994724e-26,"ExM-U","SLC5A3"
"ADD3.5",8.04246924019842e-31,-0.721869358304773,0.036,0.129,1.85411085863534e-26,"ExM-U","ADD3"
"GNAI1.4",8.98949727261443e-31,0.298581650247784,0.331,0.205,2.07243870122853e-26,"ExM-U","GNAI1"
"GRIK2",1.02423294913088e-30,0.553423677715201,0.114,0.05,2.36126664092633e-26,"ExM-U","GRIK2"
"THRA.5",1.11084595838857e-30,0.28092860828462,0.357,0.224,2.56094427246901e-26,"ExM-U","THRA"
"CCDC88C.4",1.62923227040004e-30,-0.695349006455767,0.033,0.123,3.75603207618025e-26,"ExM-U","CCDC88C"
"CAP2.4",1.77926138754156e-30,0.316970732504327,0.2,0.107,4.10190920283831e-26,"ExM-U","CAP2"
"HNRNPC.3",2.13363941650779e-30,-0.573601731235226,0.554,0.613,4.91889231081705e-26,"ExM-U","HNRNPC"
"ENSG00000240376",3.10920386226648e-30,0.252783835909111,0.231,0.129,7.16795858406915e-26,"ExM-U","ENSG00000240376"
"ERICH1.3",4.82781795499538e-30,0.393810065616634,0.226,0.127,1.11300515134464e-25,"ExM-U","ERICH1"
"ALDH7A1.4",5.26186691367639e-30,-0.643587197351819,0.034,0.123,1.21307079827896e-25,"ExM-U","ALDH7A1"
"HEATR1",6.44296087861318e-30,0.278848429560527,0.117,0.052,1.48536020095548e-25,"ExM-U","HEATR1"
"ARL10.2",7.63860744789541e-30,0.340022740166164,0.216,0.12,1.76100456103781e-25,"ExM-U","ARL10"
"VDAC1.1",7.80939499307476e-30,0.294292601662132,0.293,0.179,1.80037792170346e-25,"ExM-U","VDAC1"
"USP48",7.81281060611685e-30,0.402038519912539,0.323,0.203,1.80116535713418e-25,"ExM-U","USP48"
"CALM3.4",7.92552116375738e-30,0.277748958367806,0.425,0.287,1.82714964909263e-25,"ExM-U","CALM3"
"DISP2",8.5081090014186e-30,0.345846000016895,0.123,0.056,1.96145944918704e-25,"ExM-U","DISP2"
"LMO7.3",9.05952705956236e-30,0.437621028532839,0.171,0.088,2.08858336831151e-25,"ExM-U","LMO7"
"SNCAIP.4",9.27433541833182e-30,-0.670762244820667,0.052,0.147,2.13810528734222e-25,"ExM-U","SNCAIP"
"RPAP2.4",9.61650387545536e-30,0.421298519455391,0.345,0.221,2.21698880344748e-25,"ExM-U","RPAP2"
"PLPPR5",1.62592707172754e-29,0.265789636377747,0.13,0.06,3.74841227116066e-25,"ExM-U","PLPPR5"
"PLK2.6",1.86730603278964e-29,-0.886503325263063,0.18,0.285,4.30488732799323e-25,"ExM-U","PLK2"
"INPP4A",2.89591461953783e-29,0.35502688683676,0.12,0.055,6.67624156388252e-25,"ExM-U","INPP4A"
"BEX3.1",2.96944146265797e-29,-0.460446262186724,0.608,0.668,6.84575034801168e-25,"ExM-U","BEX3"
"GSTM3.1",3.62795215881577e-29,0.293976473671173,0.161,0.082,8.36388090693387e-25,"ExM-U","GSTM3"
"KIAA2022.1",3.69484073178634e-29,0.357966514676455,0.226,0.128,8.51808582306023e-25,"ExM-U","KIAA2022"
"SRD5A1",4.93062668558054e-29,0.263376587088028,0.121,0.055,1.13670667609374e-24,"ExM-U","SRD5A1"
"CTNNA2.1",5.47707006290819e-29,0.254350576394371,0.17,0.088,1.26268373230285e-24,"ExM-U","CTNNA2"
"NRIP1.2",5.63754484546298e-29,-0.633852644762764,0.05,0.143,1.29967958867303e-24,"ExM-U","NRIP1"
"SSX2IP.3",8.10672384222117e-29,0.409462028217707,0.237,0.139,1.86892411458567e-24,"ExM-U","SSX2IP"
"ZNF382",1.16301391614078e-28,0.421684800679933,0.151,0.076,2.68121228227096e-24,"ExM-U","ZNF382"
"CSAD.3",1.41036647570299e-28,0.371331381098961,0.232,0.132,3.25145887308568e-24,"ExM-U","CSAD"
"PTN.7",2.11929807550586e-28,-1.84754018572543,0.252,0.342,4.88582978327121e-24,"ExM-U","PTN"
"BAZ2B.3",2.14341128959357e-28,-0.734922879034327,0.27,0.373,4.94142038702902e-24,"ExM-U","BAZ2B"
"KHDRBS3",2.43535870470218e-28,0.252997567545622,0.138,0.066,5.61447595782041e-24,"ExM-U","KHDRBS3"
"CDKL5",2.96778256700198e-28,0.349741339234588,0.142,0.07,6.84192592996637e-24,"ExM-U","CDKL5"
"EPB41L1",2.97560444815247e-28,0.301442951027205,0.146,0.073,6.85995849477071e-24,"ExM-U","EPB41L1"
"CXorf23.1",3.18279241673683e-28,0.437130428284792,0.191,0.105,7.33760963754509e-24,"ExM-U","CXorf23"
"BTG3.6",4.99048253486225e-28,-0.625756305787115,0.034,0.119,1.15050584358714e-23,"ExM-U","BTG3"
"RBPJ.3",5.0927879685905e-28,-0.69428427791392,0.188,0.295,1.17409133827885e-23,"ExM-U","RBPJ"
"RIMS1",5.34195381044625e-28,0.367625237378076,0.147,0.074,1.23153403146028e-23,"ExM-U","RIMS1"
"GNB4.1",5.49363668702978e-28,0.273967733015723,0.13,0.063,1.26650300182785e-23,"ExM-U","GNB4"
"KIF3C",5.82576619971675e-28,0.264287792383607,0.146,0.072,1.3430721396827e-23,"ExM-U","KIF3C"
"GTDC1.5",6.29347659362804e-28,0.367614964257693,0.192,0.105,1.45089809389501e-23,"ExM-U","GTDC1"
"TCF12.1",6.83539296250198e-28,-0.690780265804217,0.106,0.209,1.57583149357521e-23,"ExM-U","TCF12"
"SHANK2",8.17619541165446e-28,0.331643775999254,0.103,0.045,1.88494009020282e-23,"ExM-U","SHANK2"
"INTS10",8.33319663470101e-28,0.326130454640068,0.158,0.081,1.92113515216397e-23,"ExM-U","INTS10"
"UACA.2",1.12781489209847e-27,0.471429090865835,0.151,0.078,2.60006445224381e-23,"ExM-U","UACA"
"RPS20.4",1.21212636359605e-27,-0.501452439025204,0.606,0.673,2.79443611863434e-23,"ExM-U","RPS20"
"JUND.3",1.25632286914035e-27,-0.615959334194487,0.047,0.135,2.89632674251617e-23,"ExM-U","JUND"
"DTX4.1",2.14513380169641e-27,0.263337145515185,0.101,0.044,4.94539146643091e-23,"ExM-U","DTX4"
"TMSB4X.5",2.16094346547335e-27,-0.371353329019349,0.844,0.962,4.98183906530225e-23,"ExM-U","TMSB4X"
"SLC25A12",2.89663247233943e-27,0.360855513705199,0.113,0.052,6.67789650173132e-23,"ExM-U","SLC25A12"
"SMC3.3",4.67614098168009e-27,-0.620631250254841,0.431,0.509,1.07803754191653e-22,"ExM-U","SMC3"
"DLX6-AS1.7",5.10575050598878e-27,-2.02404159497877,0.032,0.113,1.17707972165065e-22,"ExM-U","DLX6-AS1"
"LYST",9.0366911179974e-27,0.321716674286541,0.109,0.05,2.08331877034312e-22,"ExM-U","LYST"
"C3orf14.1",9.73917856463597e-27,0.257597567769069,0.296,0.183,2.24527022629118e-22,"ExM-U","C3orf14"
"LINC00599.7",9.94671310164821e-27,0.377643730571235,0.241,0.142,2.29311523845398e-22,"ExM-U","LINC00599"
"BACH2",1.03717781029447e-26,0.283748123342295,0.154,0.079,2.39110972385288e-22,"ExM-U","BACH2"
"GNPTAB.5",1.1504277898429e-26,0.44714412389861,0.228,0.134,2.65219622670382e-22,"ExM-U","GNPTAB"
"C1orf21.3",1.18493205415714e-26,0.252775219582313,0.302,0.186,2.73174235765387e-22,"ExM-U","C1orf21"
"AP1M1",1.19984097126439e-26,0.328507267838058,0.137,0.068,2.76611337515293e-22,"ExM-U","AP1M1"
"RUFY3.3",1.28180015382497e-26,0.300303871929968,0.481,0.341,2.95506207462809e-22,"ExM-U","RUFY3"
"CELF5.5",1.6566407381121e-26,0.31796200282073,0.207,0.117,3.81921955764363e-22,"ExM-U","CELF5"
"TAF9.2",1.66301272463517e-26,0.25705618049171,0.179,0.097,3.83390953537393e-22,"ExM-U","TAF9"
"DGKE",2.59164903450675e-26,0.378704820411387,0.102,0.046,5.97478768415187e-22,"ExM-U","DGKE"
"MT-TP.4",2.78348997161631e-26,-0.774741753354897,0.069,0.162,6.41705778056424e-22,"ExM-U","MT-TP"
"RPS27.4",3.08095677770697e-26,-0.375062670657049,0.728,0.813,7.10283775532564e-22,"ExM-U","RPS27"
"TMEM50A.3",4.54963085601388e-26,0.273658828269844,0.315,0.201,1.04887189754544e-21,"ExM-U","TMEM50A"
"PAIP2.1",4.64217416903392e-26,-0.767826246261215,0.264,0.356,1.07020683292908e-21,"ExM-U","PAIP2"
"CCDC136.2",5.13953251114887e-26,0.3879418141347,0.223,0.13,1.18486782512026e-21,"ExM-U","CCDC136"
"MOCS2.2",5.18281096366866e-26,0.258230540545573,0.161,0.085,1.19484523956417e-21,"ExM-U","MOCS2"
"KIF5A.4",5.33052762026143e-26,0.292173398440737,0.296,0.187,1.22889983757507e-21,"ExM-U","KIF5A"
"ACTB.3",8.05565114195038e-26,-0.439181143017812,0.698,0.757,1.85714981426524e-21,"ExM-U","ACTB"
"SRSF5.3",8.06294571675834e-26,-0.633595946665385,0.315,0.407,1.85883150554147e-21,"ExM-U","SRSF5"
"LRP8.6",8.59480257074747e-26,-0.605604896439116,0.127,0.229,1.98144578466012e-21,"ExM-U","LRP8"
"EPHA3.6",1.06511532824957e-25,0.393860562581459,0.363,0.241,2.45551687774656e-21,"ExM-U","EPHA3"
"HSPA1B.6",1.07154321568701e-25,-0.782692286815261,0.039,0.12,2.47033572944483e-21,"ExM-U","HSPA1B"
"YWHAG.6",1.32687194390277e-25,0.257033900827857,0.519,0.377,3.05897057947346e-21,"ExM-U","YWHAG"
"DLGAP1",1.88012895958494e-25,0.533131432210232,0.146,0.077,4.33444930342711e-21,"ExM-U","DLGAP1"
"FAM3C.2",2.10205735691385e-25,0.262655827029313,0.17,0.092,4.8460830306292e-21,"ExM-U","FAM3C"
"RAI14.4",3.74621220835636e-25,-0.660801384795882,0.149,0.249,8.63651762514475e-21,"ExM-U","RAI14"
"TUBA1C.5",3.87895413565781e-25,0.334769666192571,0.285,0.18,8.94254086434552e-21,"ExM-U","TUBA1C"
"HERC3",8.88943286370004e-25,0.300497094227116,0.108,0.051,2.04936985239741e-20,"ExM-U","HERC3"
"SAT1.4",8.91185671859411e-25,-0.746391378884363,0.055,0.138,2.05453944790469e-20,"ExM-U","SAT1"
"MT-TV.3",8.95868172702439e-25,-0.727614281821238,0.059,0.144,2.0653344853482e-20,"ExM-U","MT-TV"
"VLDLR-AS1.1",9.69387384632825e-25,0.281363574173268,0.121,0.059,2.23482567653251e-20,"ExM-U","VLDLR-AS1"
"PLPPR4.1",1.02362486735716e-24,0.372842370258203,0.15,0.079,2.35986476920521e-20,"ExM-U","PLPPR4"
"HES6.7",1.05645915208227e-24,-0.979019067124433,0.205,0.291,2.43556092921048e-20,"ExM-U","HES6"
"HNRNPA1.4",1.2760554133147e-24,-0.385171319303605,0.7,0.774,2.94181814985571e-20,"ExM-U","HNRNPA1"
"SLC11A2",1.30078717902721e-24,0.291851162748117,0.145,0.075,2.99883476252934e-20,"ExM-U","SLC11A2"
"SRGAP2C",1.53861592178309e-24,0.329419181852614,0.114,0.055,3.54712514607874e-20,"ExM-U","SRGAP2C"
"HNRNPA0.4",1.55434556006507e-24,-0.616453929549761,0.434,0.499,3.58338825417402e-20,"ExM-U","HNRNPA0"
"SETBP1.2",1.78275893381806e-24,-0.709978606692409,0.144,0.241,4.10997244602415e-20,"ExM-U","SETBP1"
"RPL11.4",1.97443427496022e-24,-0.330387638871335,0.735,0.833,4.55186077749329e-20,"ExM-U","RPL11"
"GABPB1-AS1.2",2.04560751171597e-24,0.507328741364808,0.444,0.319,4.71594355751e-20,"ExM-U","GABPB1-AS1"
"NTRK3.1",2.67610059461924e-24,0.412208840994797,0.165,0.091,6.1694823108352e-20,"ExM-U","NTRK3"
"ANKRD36B.2",3.68512683835548e-24,0.46312113655956,0.304,0.199,8.49569141314473e-20,"ExM-U","ANKRD36B"
"TMEM181",3.73404477544942e-24,0.306246573241945,0.138,0.072,8.6084668253211e-20,"ExM-U","TMEM181"
"RAB12.6",4.07831119382039e-24,-0.63634170717697,0.04,0.116,9.40213862623352e-20,"ExM-U","RAB12"
"ACSL4.1",4.37846092394941e-24,0.308674983670344,0.158,0.086,1.0094103814073e-19,"ExM-U","ACSL4"
"CNN3.4",4.63031367193641e-24,-0.763178756251852,0.198,0.292,1.06747251392822e-19,"ExM-U","CNN3"
"BAZ1A.2",4.79145555441972e-24,-0.732493036037973,0.091,0.182,1.10462216351592e-19,"ExM-U","BAZ1A"
"CSRP2.5",5.12252133418117e-24,-0.639391058877141,0.261,0.362,1.18094606838213e-19,"ExM-U","CSRP2"
"EZH2.3",5.48724798286774e-24,-0.63288982573962,0.173,0.273,1.26503014997033e-19,"ExM-U","EZH2"
"RPSA",6.06751828183756e-24,0.335197510148711,0.65,0.568,1.39880566469483e-19,"ExM-U","RPSA"
"GPI",6.23637291956165e-24,0.263960328007027,0.156,0.084,1.43773341287574e-19,"ExM-U","GPI"
"REEP5",6.54871107341045e-24,0.257432126331885,0.189,0.108,1.50973985086405e-19,"ExM-U","REEP5"
"NBEAL1",6.95225732020511e-24,0.388297874285168,0.144,0.076,1.60277340260009e-19,"ExM-U","NBEAL1"
"FABP5.6",7.32790054542542e-24,-1.04341214378607,0.269,0.347,1.68937419174238e-19,"ExM-U","FABP5"
"SRRM4.4",8.37417038523993e-24,0.339435285992917,0.387,0.266,1.93058124061321e-19,"ExM-U","SRRM4"
"PPP3CA.6",8.80559150383982e-24,0.319941962361639,0.308,0.2,2.03004106529523e-19,"ExM-U","PPP3CA"
"PRDM8",1.0833593317846e-23,0.29747452000307,0.15,0.079,2.49757660349621e-19,"ExM-U","PRDM8"
"CHGB.5",1.08422595499277e-23,0.270443824103782,0.265,0.163,2.49957451664034e-19,"ExM-U","CHGB"
"ATP9A",1.40124077291391e-23,0.320029518043617,0.11,0.053,3.23042047787573e-19,"ExM-U","ATP9A"
"MIR99AHG.5",1.4402250270425e-23,-0.484785283696047,0.036,0.111,3.32029477734377e-19,"ExM-U","MIR99AHG"
"SPTAN1.6",1.44899901347806e-23,0.341374471558758,0.394,0.274,3.34052232567231e-19,"ExM-U","SPTAN1"
"SYT14",1.62856614142006e-23,0.33030836240741,0.147,0.079,3.75449638242981e-19,"ExM-U","SYT14"
"PRDX1.5",1.91609024575814e-23,-0.798573462531068,0.196,0.286,4.41735445257081e-19,"ExM-U","PRDX1"
"CBX3.3",2.03322313144865e-23,-0.490232632714519,0.535,0.594,4.68739260724172e-19,"ExM-U","CBX3"
"UFM1",2.05458423941334e-23,0.27853972612942,0.304,0.198,4.73663850554352e-19,"ExM-U","UFM1"
"STXBP1.5",2.15943978892478e-23,0.268254949224788,0.301,0.194,4.97837248938719e-19,"ExM-U","STXBP1"
"KCTD7.2",2.42566294493943e-23,0.252421041148065,0.175,0.098,5.59212335326337e-19,"ExM-U","KCTD7"
"ZBTB41",2.62153390215356e-23,0.267262093361678,0.141,0.074,6.04368425802482e-19,"ExM-U","ZBTB41"
"FBXO22",2.7138255071085e-23,0.494463990519212,0.163,0.091,6.25645332408794e-19,"ExM-U","FBXO22"
"MBOAT2.2",3.6510274422752e-23,0.431769595145263,0.219,0.133,8.41707866542125e-19,"ExM-U","MBOAT2"
"POLE4",3.69743319824781e-23,0.256738574926985,0.12,0.059,8.5240624952405e-19,"ExM-U","POLE4"
"AKAP13.2",3.8169707084361e-23,0.323521463003246,0.205,0.121,8.79964427122859e-19,"ExM-U","AKAP13"
"CFAP36.1",5.12929106386777e-23,0.255886975270452,0.169,0.094,1.18250676186408e-18,"ExM-U","CFAP36"
"PPM1L.2",1.36025993912279e-22,0.317258375894463,0.189,0.109,3.13594326365368e-18,"ExM-U","PPM1L"
"ACIN1.1",1.55102031613647e-22,-0.516372505310122,0.395,0.475,3.57572223682103e-18,"ExM-U","ACIN1"
"HMGCR.5",2.06113639082606e-22,0.380633066098821,0.265,0.17,4.75174383541039e-18,"ExM-U","HMGCR"
"SLC4A10",2.15484970104307e-22,0.417160716743628,0.141,0.076,4.96779050078469e-18,"ExM-U","SLC4A10"
